temperatura,vibracao,pressao,horas_uso,material,turno,operador,falha
114.0,1.4458627619607367,135.0,7938.0,aço,,pleno,sem falha
106.0,2.424731079321153,122.0,1708.0,alumínio,manhã,pleno,sem falha
116.0,1.7355053256420094,105.0,659.0,aço,manhã,pleno,
108.0,2.9386356736634585,86.0,6721.0,ferro,manhã,senior,falha
103.0,4.4561029929918625,97.0,7226.0,aço,manhã,senior,falha
116.0,2.88959442361979,91.0,5665.0,aço,noite,pleno,falha
,3.195439849800262,76.0,4535.0,aço,manhã,senior,
57.0,,84.0,5750.0,aço,,senior,sem falha
83.0,0.350710981582832,80.0,8903.0,aço,manhã,senior,sem falha
84.0,1.241006928692862,93.0,1981.0,alumínio,manhã,junior,sem falha
81.0,2.510808474217206,136.0,4269.0,aço,manhã,senior,sem falha
95.0,1.6201528903490536,99.0,3963.0,aço,tarde,pleno,sem falha
65.0,0.9906416290298518,139.0,7536.0,aço,,junior,
117.0,,135.0,3808.0,aço,tarde,senior,sem falha
86.0,1.6817679878944667,130.0,1809.0,aço,noite,pleno,sem falha
103.0,,,7960.0,aço,manhã,senior,sem falha
63.0,2.3735285454578663,110.0,1792.0,ferro,noite,pleno,sem falha
104.0,0.7530928646026485,120.0,9537.0,alumínio,manhã,pleno,sem falha
97.0,4.645954092069496,113.0,225.0,aço,tarde,senior,sem falha
56.0,4.351740279804271,82.0,1299.0,alumínio,manhã,senior,sem falha
56.0,3.5673408701286236,81.0,6192.0,ferro,noite,junior,sem falha
82.0,0.6204477551834354,78.0,2811.0,ferro,noite,senior,sem falha
72.0,3.901798546901496,117.0,9282.0,aço,manhã,pleno,sem falha
68.0,4.058990907734193,118.0,9813.0,alumínio,noite,junior,sem falha
68.0,3.862046626800255,,6328.0,aço,tarde,pleno,sem falha
85.0,0.6584328468842817,125.0,6095.0,ferro,manhã,pleno,sem falha
78.0,3.2551489896320476,,8282.0,ferro,,senior,sem falha
109.0,4.188191499172053,93.0,5602.0,alumínio,tarde,pleno,falha
51.0,,141.0,5860.0,,noite,senior,sem falha
50.0,3.2673961386176362,,5682.0,alumínio,manhã,pleno,sem falha
96.0,2.3459810491889006,92.0,,alumínio,tarde,junior,sem falha
118.0,2.690665867431858,146.0,2665.0,ferro,tarde,senior,sem falha
69.0,0.2684466059234536,123.0,7089.0,alumínio,manhã,junior,sem falha
60.0,3.2309188076690947,122.0,4890.0,ferro,noite,senior,sem falha
51.0,0.49909134316668013,118.0,5124.0,aço,tarde,junior,sem falha
116.0,2.2315715122670947,147.0,8407.0,alumínio,manhã,senior,falha
61.0,1.5340099785702985,147.0,1131.0,alumínio,manhã,junior,sem falha
69.0,2.772596956037394,149.0,1341.0,,tarde,junior,sem falha
54.0,0.7537400440637148,118.0,1842.0,alumínio,tarde,senior,sem falha
86.0,3.4890526696692596,129.0,5809.0,aço,tarde,senior,sem falha
87.0,3.9955565309495054,134.0,6099.0,ferro,noite,pleno,sem falha
58.0,0.9004368037414668,101.0,4190.0,ferro,noite,pleno,sem falha
102.0,0.6111341280242226,148.0,8260.0,alumínio,manhã,senior,sem falha
93.0,0.8130258656580599,90.0,,ferro,manhã,senior,sem falha
73.0,4.397925053302658,,5229.0,ferro,tarde,junior,sem falha
,2.6881273826061456,129.0,4503.0,aço,manhã,junior,sem falha
108.0,2.389578880436763,82.0,6677.0,ferro,noite,pleno,
63.0,0.622887913601536,93.0,4997.0,ferro,manhã,pleno,sem falha
58.0,3.282824433109113,99.0,263.0,ferro,manhã,pleno,sem falha
89.0,,71.0,3410.0,aço,tarde,junior,sem falha
115.0,4.158110759684919,94.0,3488.0,alumínio,tarde,junior,sem falha
74.0,3.1676680740059266,119.0,1095.0,aço,noite,junior,sem falha
71.0,0.4688657115932008,83.0,6261.0,alumínio,manhã,pleno,sem falha
53.0,0.6507454331624636,75.0,1977.0,alumínio,manhã,senior,sem falha
75.0,0.34161403683814096,145.0,8203.0,ferro,manhã,pleno,sem falha
107.0,1.3616481608130997,99.0,3364.0,ferro,tarde,junior,sem falha
78.0,0.764741189085851,99.0,1448.0,aço,noite,pleno,sem falha
86.0,1.3742353972369263,107.0,2351.0,aço,manhã,pleno,sem falha
119.0,1.9867844730229125,127.0,7390.0,aço,manhã,pleno,sem falha
67.0,4.720615641948565,110.0,9885.0,ferro,manhã,pleno,sem falha
91.0,3.0908426929302912,126.0,8118.0,alumínio,manhã,junior,
90.0,4.191371549846515,,6690.0,aço,,pleno,sem falha
87.0,3.5807223534904282,133.0,7758.0,alumínio,noite,junior,sem falha
83.0,0.6512653395804956,85.0,532.0,ferro,noite,pleno,
66.0,3.70600999123235,147.0,5843.0,ferro,tarde,junior,sem falha
86.0,1.4479845196397099,141.0,5347.0,ferro,manhã,senior,sem falha
74.0,3.2316284502740613,83.0,7815.0,ferro,manhã,junior,
76.0,1.770713670850644,100.0,3917.0,alumínio,manhã,junior,
106.0,4.98859408999683,135.0,1170.0,alumínio,manhã,senior,sem falha
80.0,1.3914022495342115,137.0,4700.0,aço,noite,senior,
55.0,1.4677393067939215,134.0,8406.0,alumínio,tarde,senior,sem falha
89.0,4.660294052255751,124.0,9731.0,alumínio,tarde,senior,sem falha
,0.2207575827179811,,1094.0,alumínio,manhã,senior,sem falha
102.0,3.513776040578665,109.0,4418.0,aço,noite,senior,sem falha
59.0,3.654099314605803,94.0,4831.0,alumínio,tarde,pleno,sem falha
94.0,4.198255029310957,,6168.0,alumínio,tarde,pleno,falha
66.0,4.874752622128529,72.0,7770.0,alumínio,manhã,senior,sem falha
75.0,4.880449403867597,138.0,4867.0,ferro,tarde,,sem falha
111.0,0.4198561120756731,95.0,1057.0,alumínio,manhã,junior,
95.0,4.127012681489222,109.0,8387.0,aço,,senior,falha
113.0,3.2669186749211687,107.0,2254.0,aço,manhã,pleno,sem falha
51.0,3.271976458428147,107.0,731.0,aço,tarde,pleno,sem falha
103.0,0.7289146404120045,137.0,9993.0,aço,manhã,junior,sem falha
114.0,3.2859171155837017,76.0,6145.0,ferro,manhã,senior,falha
,,99.0,797.0,aço,manhã,pleno,sem falha
102.0,4.56791099074329,88.0,131.0,ferro,manhã,senior,sem falha
85.0,2.2517402379437677,104.0,6309.0,ferro,manhã,senior,sem falha
75.0,0.29574506910186227,102.0,4974.0,ferro,manhã,junior,sem falha
78.0,1.875238101001004,102.0,5662.0,aço,tarde,senior,sem falha
70.0,,147.0,8840.0,aço,manhã,senior,sem falha
60.0,,107.0,2348.0,ferro,tarde,junior,sem falha
89.0,2.3507839124103866,79.0,6292.0,ferro,manhã,pleno,sem falha
60.0,0.36999752227827243,,9995.0,aço,,senior,sem falha
85.0,2.191784166334183,97.0,6506.0,alumínio,manhã,junior,sem falha
108.0,2.3982222046176296,147.0,1256.0,alumínio,tarde,pleno,sem falha
88.0,4.649922111181266,107.0,8635.0,alumínio,tarde,senior,sem falha
103.0,3.2413219075525816,85.0,5395.0,aço,noite,pleno,falha
104.0,1.6270992916077798,90.0,6254.0,aço,manhã,junior,sem falha
73.0,2.674059495808535,75.0,,ferro,noite,senior,sem falha
71.0,0.4236710083285844,110.0,9236.0,aço,manhã,junior,sem falha
118.0,4.86558435468371,84.0,3385.0,aço,manhã,junior,sem falha
105.0,1.8642935194605577,72.0,9622.0,aço,tarde,senior,sem falha
82.0,2.441550039074366,112.0,2103.0,ferro,noite,junior,sem falha
85.0,1.840891473760921,116.0,3715.0,,,pleno,sem falha
69.0,3.444307477569381,,3772.0,alumínio,tarde,junior,sem falha
111.0,3.344937575815006,135.0,7558.0,alumínio,tarde,senior,falha
75.0,3.605079321592765,98.0,2255.0,aço,noite,senior,sem falha
115.0,1.4139018250984123,73.0,3579.0,aço,tarde,pleno,sem falha
89.0,1.6467755577039236,95.0,151.0,ferro,manhã,senior,sem falha
66.0,0.713731032371419,81.0,2259.0,alumínio,noite,junior,sem falha
50.0,3.311998862045952,71.0,4490.0,alumínio,noite,junior,sem falha
110.0,0.2950059239446975,86.0,3751.0,alumínio,tarde,senior,sem falha
92.0,3.02864344406495,104.0,7456.0,aço,manhã,pleno,falha
91.0,4.361509835773006,79.0,2212.0,aço,noite,pleno,sem falha
74.0,4.465077526619204,112.0,5865.0,aço,noite,,sem falha
88.0,2.3002850258128125,90.0,,ferro,manhã,junior,sem falha
,2.3505880722440615,84.0,,alumínio,tarde,senior,sem falha
52.0,0.4771489967392851,104.0,,ferro,tarde,senior,sem falha
93.0,,129.0,,,tarde,pleno,sem falha
100.0,4.124171159826943,,6332.0,aço,tarde,junior,falha
61.0,1.298809767563094,74.0,7946.0,ferro,manhã,pleno,sem falha
68.0,2.164374320003487,142.0,6271.0,ferro,manhã,pleno,sem falha
,4.210312750149825,87.0,337.0,aço,noite,junior,sem falha
108.0,4.397890291545211,90.0,8627.0,alumínio,noite,junior,falha
98.0,1.2915819032947073,141.0,8175.0,alumínio,manhã,junior,sem falha
110.0,2.797796109252685,143.0,1676.0,alumínio,noite,senior,sem falha
66.0,1.0432164381155526,120.0,8791.0,alumínio,manhã,junior,sem falha
106.0,0.5992059442838271,110.0,9856.0,aço,tarde,senior,sem falha
104.0,,93.0,9082.0,aço,manhã,pleno,falha
96.0,4.120486770737335,93.0,3640.0,aço,manhã,junior,sem falha
61.0,3.8241710188355524,107.0,9427.0,aço,noite,senior,sem falha
,0.3389549621843881,113.0,7357.0,ferro,,senior,sem falha
57.0,4.2342710842802616,126.0,249.0,,tarde,senior,sem falha
70.0,2.2464159719363805,,1724.0,ferro,tarde,senior,sem falha
119.0,1.7777361041497124,103.0,7761.0,aço,noite,pleno,sem falha
74.0,2.777734169024345,144.0,2674.0,alumínio,noite,junior,sem falha
61.0,0.5476308893454236,92.0,4528.0,ferro,,junior,sem falha
,3.8075680918267545,112.0,7629.0,ferro,,junior,sem falha
108.0,2.95393187675265,109.0,4369.0,aço,tarde,junior,sem falha
75.0,1.014291474678521,116.0,7869.0,alumínio,noite,junior,sem falha
75.0,1.0223377788683234,110.0,2208.0,alumínio,noite,junior,sem falha
96.0,1.0028183927061038,116.0,4047.0,alumínio,tarde,senior,sem falha
81.0,0.3793116990044766,89.0,7999.0,aço,manhã,junior,sem falha
59.0,2.9802124019212557,146.0,5014.0,alumínio,manhã,senior,sem falha
65.0,4.21770607018369,134.0,6767.0,ferro,noite,pleno,sem falha
66.0,0.18574124853820415,137.0,2363.0,ferro,tarde,senior,sem falha
72.0,0.3401227603592404,93.0,9904.0,ferro,tarde,pleno,sem falha
75.0,2.906574355766035,105.0,3915.0,aço,tarde,junior,sem falha
56.0,4.115528858391657,114.0,677.0,alumínio,manhã,pleno,sem falha
63.0,1.7010205637863047,71.0,522.0,aço,tarde,pleno,
,1.8131105541578387,97.0,2863.0,alumínio,tarde,senior,sem falha
58.0,3.0220978377342025,95.0,1329.0,aço,manhã,senior,sem falha
97.0,1.4436431567083203,92.0,3276.0,ferro,tarde,pleno,sem falha
108.0,0.23038099378065227,148.0,9045.0,aço,manhã,,sem falha
88.0,3.702619738697821,105.0,787.0,aço,noite,junior,sem falha
67.0,3.1656845734131207,75.0,822.0,aço,noite,,sem falha
108.0,,104.0,,ferro,noite,pleno,sem falha
66.0,3.7342522320599336,107.0,4437.0,aço,noite,senior,sem falha
63.0,3.4086311040539843,104.0,2812.0,aço,noite,junior,sem falha
80.0,1.1088217420737738,143.0,807.0,ferro,manhã,junior,sem falha
73.0,1.8271571300224208,122.0,8726.0,alumínio,manhã,pleno,sem falha
109.0,0.7179396942252625,107.0,583.0,aço,manhã,junior,sem falha
94.0,0.7362993657476171,128.0,1633.0,ferro,tarde,pleno,sem falha
,3.4133591571470427,112.0,269.0,aço,noite,senior,sem falha
86.0,4.307140524214241,73.0,1120.0,ferro,tarde,,sem falha
92.0,4.817389660919581,74.0,7193.0,alumínio,tarde,pleno,
89.0,3.178900875992278,137.0,6566.0,alumínio,tarde,pleno,sem falha
104.0,1.0020964844686893,114.0,947.0,aço,,pleno,sem falha
88.0,0.6176866926997605,149.0,8987.0,ferro,tarde,senior,sem falha
64.0,4.082969760530113,94.0,3446.0,alumínio,noite,senior,sem falha
53.0,2.935906734163997,147.0,4113.0,alumínio,noite,junior,sem falha
74.0,3.1295966029672275,80.0,8178.0,ferro,noite,junior,sem falha
62.0,3.9291642348980758,,131.0,aço,tarde,senior,sem falha
82.0,3.5460584158890134,,8468.0,alumínio,noite,senior,sem falha
65.0,4.188845438994874,83.0,7977.0,alumínio,noite,pleno,sem falha
91.0,0.3754481367534046,93.0,6270.0,alumínio,manhã,senior,sem falha
115.0,3.762851120057874,128.0,7930.0,aço,tarde,senior,falha
104.0,,108.0,9794.0,alumínio,manhã,junior,falha
91.0,,95.0,2415.0,ferro,manhã,junior,sem falha
83.0,3.2381916425669393,112.0,165.0,aço,tarde,pleno,sem falha
79.0,1.6393941128011635,105.0,2028.0,alumínio,manhã,junior,sem falha
62.0,4.794058225764025,108.0,5111.0,ferro,noite,pleno,sem falha
62.0,0.2637755049339684,130.0,7633.0,ferro,manhã,senior,sem falha
67.0,2.94098493478148,85.0,6325.0,aço,manhã,senior,sem falha
81.0,0.915867380542624,128.0,5547.0,ferro,noite,pleno,sem falha
88.0,3.589879005368078,75.0,684.0,aço,manhã,junior,sem falha
95.0,0.9618623887514443,125.0,6570.0,aço,noite,junior,sem falha
78.0,1.2533779833019523,77.0,6785.0,aço,tarde,senior,sem falha
111.0,2.522416974124215,96.0,5344.0,ferro,manhã,junior,falha
111.0,4.582691254984702,140.0,8254.0,aço,tarde,pleno,falha
106.0,1.1374004235250572,96.0,8051.0,aço,manhã,,sem falha
65.0,0.8067761034787073,115.0,1848.0,ferro,noite,junior,sem falha
105.0,3.8189864760847505,110.0,7770.0,aço,manhã,senior,falha
59.0,2.553035708436262,148.0,2304.0,alumínio,tarde,senior,sem falha
79.0,4.56774705067068,94.0,1992.0,ferro,,junior,sem falha
74.0,0.8184113300832272,87.0,7118.0,ferro,noite,pleno,sem falha
54.0,3.265046675812893,81.0,3193.0,ferro,tarde,junior,
114.0,1.241107816143894,120.0,1073.0,alumínio,tarde,junior,sem falha
98.0,0.8681261003930326,108.0,4124.0,aço,manhã,junior,sem falha
52.0,3.4488041342706257,79.0,9734.0,ferro,manhã,junior,sem falha
,3.009054637552793,143.0,6715.0,ferro,noite,junior,falha
63.0,3.7986545459754235,146.0,4429.0,ferro,tarde,junior,sem falha
79.0,1.6163666245862938,123.0,6815.0,,tarde,pleno,sem falha
117.0,2.295061116272731,98.0,1577.0,alumínio,manhã,senior,sem falha
67.0,2.0868112140190505,110.0,5789.0,alumínio,manhã,pleno,sem falha
111.0,4.922038373435919,78.0,9062.0,aço,,junior,
86.0,1.532019888023001,132.0,7429.0,aço,tarde,pleno,sem falha
74.0,1.544604467899158,146.0,6544.0,alumínio,tarde,senior,sem falha
97.0,1.8372862232601763,106.0,,aço,tarde,pleno,sem falha
114.0,2.8665109983225756,83.0,101.0,alumínio,tarde,junior,sem falha
102.0,1.3363814468923518,142.0,8562.0,aço,manhã,senior,
64.0,4.584920707858442,,6943.0,aço,manhã,junior,sem falha
98.0,1.4018592678446913,108.0,9155.0,alumínio,manhã,junior,sem falha
117.0,4.489497084644954,109.0,6072.0,ferro,noite,senior,falha
61.0,0.6070278118682648,123.0,8003.0,ferro,tarde,senior,sem falha
108.0,3.317157241758297,72.0,5205.0,aço,manhã,junior,falha
86.0,4.544229040347394,124.0,7802.0,aço,tarde,pleno,
110.0,0.9268722481513247,102.0,3014.0,aço,manhã,senior,sem falha
92.0,4.84480210448635,140.0,5256.0,aço,noite,pleno,falha
119.0,2.3191284660360076,88.0,8398.0,aço,manhã,pleno,falha
,4.73400403136102,103.0,3268.0,aço,noite,,sem falha
105.0,3.4164182137872308,147.0,2699.0,alumínio,tarde,pleno,sem falha
112.0,1.5777756623804027,119.0,5816.0,ferro,manhã,senior,sem falha
,1.0226823720938216,116.0,2335.0,ferro,,senior,
60.0,1.5883017265029873,115.0,2899.0,,manhã,senior,sem falha
111.0,0.5557853053871075,125.0,7113.0,alumínio,tarde,senior,
74.0,0.8049530350823159,126.0,9803.0,ferro,noite,pleno,sem falha
101.0,0.6128361576977576,120.0,5573.0,,noite,pleno,sem falha
53.0,2.1724233643336333,123.0,118.0,aço,manhã,senior,sem falha
108.0,3.9983340436621737,,958.0,ferro,tarde,senior,sem falha
69.0,0.7927794156600669,88.0,,aço,noite,,sem falha
112.0,0.7385701225444459,96.0,5480.0,aço,noite,senior,sem falha
103.0,3.252801852634921,117.0,3132.0,ferro,noite,,sem falha
106.0,1.0661966116435249,88.0,,aço,noite,,sem falha
90.0,0.5782891867340589,120.0,9718.0,aço,noite,pleno,sem falha
52.0,0.9175580332073304,76.0,5889.0,alumínio,manhã,senior,sem falha
55.0,4.626283839796203,98.0,2631.0,ferro,,junior,sem falha
54.0,4.125209138603335,112.0,7571.0,alumínio,manhã,junior,sem falha
54.0,1.8349163555399612,138.0,4819.0,aço,noite,junior,sem falha
103.0,3.313521759904225,127.0,4963.0,aço,noite,senior,sem falha
96.0,2.7326508009733868,77.0,4138.0,,noite,junior,sem falha
98.0,3.4179088910645636,111.0,2552.0,alumínio,manhã,senior,sem falha
58.0,3.445088647067521,145.0,2946.0,alumínio,noite,junior,sem falha
69.0,3.180796673793966,111.0,8164.0,aço,manhã,senior,sem falha
110.0,1.4038967058328122,82.0,6722.0,ferro,noite,,sem falha
84.0,0.29113146173780885,,8996.0,aço,manhã,pleno,sem falha
99.0,2.3322772317515335,87.0,9633.0,alumínio,tarde,senior,falha
111.0,4.4657720349844485,111.0,3562.0,ferro,noite,junior,sem falha
66.0,2.890536566741022,120.0,1259.0,alumínio,noite,pleno,sem falha
52.0,4.178716104339348,85.0,4726.0,aço,manhã,junior,sem falha
81.0,4.958959280510018,72.0,7156.0,ferro,noite,senior,sem falha
,0.9017194002775537,148.0,3822.0,ferro,manhã,pleno,sem falha
117.0,3.4897104317957135,114.0,3660.0,aço,manhã,senior,sem falha
,3.404038511130121,,6217.0,alumínio,tarde,senior,sem falha
60.0,4.901781692055565,92.0,6689.0,alumínio,tarde,junior,sem falha
105.0,4.9294435963687215,128.0,6949.0,alumínio,noite,junior,falha
116.0,3.4647251974482347,131.0,2343.0,aço,noite,junior,sem falha
78.0,1.293712480712752,137.0,8277.0,alumínio,,pleno,sem falha
,4.012923606839935,123.0,1860.0,ferro,manhã,,sem falha
116.0,0.6244427576340867,126.0,5542.0,alumínio,manhã,senior,sem falha
74.0,3.925426590440981,92.0,7779.0,alumínio,manhã,pleno,
91.0,4.5599610083090125,129.0,2775.0,ferro,noite,junior,sem falha
58.0,1.975883634365333,142.0,7224.0,ferro,tarde,junior,sem falha
89.0,3.1901129454170944,124.0,5881.0,alumínio,noite,junior,
74.0,,149.0,3336.0,ferro,noite,senior,sem falha
54.0,2.2450487694418295,132.0,5998.0,,noite,junior,sem falha
60.0,1.6208173566297885,125.0,8335.0,ferro,,senior,sem falha
108.0,3.834435140206591,124.0,8780.0,aço,noite,pleno,falha
87.0,4.687265164415876,94.0,4376.0,ferro,tarde,junior,sem falha
54.0,4.70967921024886,95.0,4823.0,aço,manhã,senior,
97.0,0.9564282958871758,,,aço,noite,junior,sem falha
67.0,4.3862438833171735,,5744.0,alumínio,,junior,sem falha
119.0,3.7134140629928987,114.0,1215.0,ferro,manhã,pleno,sem falha
86.0,1.3389032633824176,142.0,1881.0,ferro,manhã,pleno,sem falha
109.0,0.4296946033154213,148.0,8942.0,ferro,noite,senior,sem falha
,1.4131866077334523,108.0,1976.0,aço,manhã,senior,sem falha
77.0,4.569820360229476,134.0,5463.0,alumínio,noite,senior,
118.0,3.2025755069892847,138.0,8632.0,ferro,manhã,pleno,falha
89.0,3.6331678383995722,125.0,3475.0,alumínio,noite,senior,
94.0,1.3600465204345698,78.0,2850.0,alumínio,noite,pleno,sem falha
111.0,3.62500196231662,139.0,9646.0,aço,noite,pleno,falha
107.0,0.23779538076182644,97.0,3376.0,ferro,manhã,junior,sem falha
116.0,1.9390745942877678,114.0,548.0,alumínio,noite,junior,sem falha
105.0,3.1710914078574235,95.0,5637.0,ferro,manhã,,falha
89.0,0.8158731711524692,97.0,4272.0,ferro,tarde,pleno,sem falha
89.0,4.13271751478998,109.0,9089.0,ferro,,pleno,sem falha
82.0,1.2516533641784016,84.0,3596.0,alumínio,manhã,pleno,sem falha
55.0,3.296177452810387,75.0,2282.0,aço,noite,junior,sem falha
68.0,2.0854659986191155,96.0,3426.0,aço,manhã,pleno,sem falha
89.0,,107.0,8937.0,alumínio,tarde,senior,sem falha
108.0,0.6265077078816498,137.0,,ferro,noite,senior,sem falha
108.0,0.1828727196158759,144.0,1622.0,ferro,manhã,junior,sem falha
97.0,4.556865694163476,133.0,,aço,manhã,senior,falha
90.0,1.421187042959196,99.0,6727.0,alumínio,noite,pleno,sem falha
62.0,4.1164173136242495,72.0,1169.0,alumínio,noite,,sem falha
94.0,4.996816472313781,131.0,5662.0,aço,manhã,senior,falha
102.0,1.136013164194665,81.0,7849.0,alumínio,manhã,junior,sem falha
91.0,1.3993366317984426,99.0,4987.0,alumínio,noite,pleno,
112.0,3.348012959409862,107.0,4774.0,aço,noite,pleno,sem falha
76.0,4.8306983095430445,129.0,2256.0,aço,tarde,,sem falha
87.0,4.5874903061346455,107.0,8044.0,,tarde,pleno,sem falha
109.0,2.564090048321366,84.0,4239.0,alumínio,tarde,senior,sem falha
56.0,3.9960403843809513,87.0,5729.0,aço,noite,senior,sem falha
54.0,0.7651546801895153,121.0,7187.0,aço,noite,junior,sem falha
94.0,4.88944710259966,98.0,5178.0,ferro,noite,junior,falha
107.0,4.825330846776334,129.0,,alumínio,manhã,senior,falha
80.0,0.9022718936079378,90.0,6971.0,alumínio,noite,,sem falha
72.0,1.5671733115352227,86.0,732.0,aço,manhã,senior,sem falha
91.0,0.590759487783158,87.0,2299.0,aço,noite,junior,sem falha
59.0,1.4314162346010808,126.0,5453.0,ferro,noite,senior,
81.0,4.098183368134513,106.0,3010.0,ferro,manhã,pleno,sem falha
102.0,1.9537464751097717,129.0,722.0,aço,noite,pleno,sem falha
79.0,0.5331451390191161,107.0,6173.0,alumínio,noite,senior,sem falha
88.0,1.7769050714166326,81.0,460.0,ferro,noite,pleno,sem falha
80.0,4.908778337782272,144.0,6465.0,aço,tarde,senior,sem falha
51.0,3.1854496167700947,142.0,8501.0,,noite,junior,sem falha
61.0,2.1391886373901734,70.0,9222.0,aço,manhã,pleno,sem falha
88.0,0.916038716136623,,4043.0,alumínio,,pleno,sem falha
115.0,4.932266306690105,72.0,4969.0,,manhã,pleno,sem falha
62.0,4.122160145389331,132.0,8228.0,aço,noite,,sem falha
,1.4792387820095052,90.0,977.0,alumínio,manhã,pleno,sem falha
76.0,0.4433366090338283,92.0,4895.0,aço,tarde,junior,sem falha
66.0,0.3774652311500344,78.0,7891.0,aço,manhã,pleno,sem falha
109.0,0.6898529325771158,124.0,2623.0,,noite,junior,sem falha
113.0,2.945766059710666,88.0,6370.0,aço,tarde,pleno,falha
84.0,4.650940763906912,131.0,8683.0,alumínio,manhã,pleno,sem falha
119.0,2.5340427972293242,108.0,6723.0,ferro,tarde,junior,falha
79.0,4.230432864035366,145.0,5188.0,aço,manhã,pleno,sem falha
112.0,2.2848444373130588,96.0,7664.0,alumínio,noite,junior,falha
77.0,3.572059374262344,115.0,7166.0,aço,tarde,junior,sem falha
109.0,3.6861764127038543,103.0,6645.0,ferro,manhã,junior,
86.0,0.9524221589263594,102.0,2421.0,alumínio,manhã,pleno,sem falha
71.0,1.8699586889814779,119.0,8249.0,ferro,tarde,pleno,sem falha
117.0,3.2227805670363177,89.0,8225.0,alumínio,tarde,,falha
69.0,0.4464133801033944,109.0,8430.0,alumínio,tarde,pleno,sem falha
117.0,1.8715469200384875,127.0,8394.0,aço,tarde,senior,sem falha
113.0,2.7205173847778434,100.0,5433.0,alumínio,manhã,junior,falha
66.0,4.981500015918729,107.0,8775.0,alumínio,manhã,junior,sem falha
61.0,2.4252144568499596,114.0,7958.0,aço,manhã,senior,sem falha
71.0,4.098678109860185,110.0,4419.0,alumínio,noite,senior,sem falha
66.0,2.217129696826427,78.0,5489.0,alumínio,,junior,sem falha
59.0,4.002314540836574,,1948.0,alumínio,manhã,senior,sem falha
114.0,3.0175325279385317,132.0,3305.0,alumínio,tarde,junior,sem falha
,4.444317663361752,148.0,2261.0,aço,tarde,pleno,sem falha
99.0,2.1136185065155386,146.0,1564.0,aço,manhã,senior,sem falha
63.0,3.061091657125247,91.0,743.0,ferro,tarde,junior,sem falha
113.0,3.1870915350322546,85.0,5451.0,alumínio,,,falha
96.0,2.1451764148223194,101.0,4653.0,aço,tarde,junior,sem falha
78.0,0.8071290140686594,135.0,6618.0,alumínio,tarde,senior,sem falha
85.0,0.5584410938704443,83.0,5823.0,aço,tarde,pleno,sem falha
101.0,0.1816905979382022,107.0,8046.0,ferro,manhã,,sem falha
56.0,4.380317894801552,77.0,710.0,alumínio,manhã,senior,sem falha
78.0,1.2587270699696034,90.0,4402.0,ferro,,junior,sem falha
60.0,1.1363830714806635,125.0,1643.0,ferro,tarde,junior,sem falha
82.0,3.7065734620877215,115.0,1566.0,ferro,tarde,junior,sem falha
55.0,1.6680789541282197,112.0,9208.0,aço,noite,senior,sem falha
81.0,2.5796189928179993,115.0,6336.0,alumínio,tarde,senior,sem falha
100.0,,117.0,1281.0,,noite,junior,sem falha
107.0,4.802754035163649,139.0,2246.0,aço,noite,,sem falha
75.0,4.272748860084463,100.0,2372.0,alumínio,noite,junior,sem falha
95.0,4.332569152528516,102.0,9143.0,alumínio,manhã,senior,falha
78.0,2.0931913680028256,113.0,4636.0,alumínio,noite,senior,sem falha
53.0,3.835569947165147,140.0,819.0,alumínio,tarde,pleno,sem falha
62.0,,77.0,4780.0,aço,tarde,junior,sem falha
88.0,0.14223311269972339,142.0,3572.0,alumínio,manhã,,sem falha
64.0,0.1978673696323378,71.0,3742.0,alumínio,manhã,pleno,sem falha
78.0,2.9743485132823464,86.0,,alumínio,tarde,junior,sem falha
78.0,2.33143503571491,121.0,659.0,ferro,manhã,pleno,sem falha
81.0,2.638275209651747,114.0,7546.0,alumínio,manhã,senior,sem falha
51.0,0.1365693880443751,106.0,1833.0,alumínio,noite,pleno,sem falha
,2.1711644363213862,111.0,8961.0,aço,,,falha
71.0,3.6185339898842184,113.0,3994.0,ferro,manhã,senior,sem falha
76.0,2.269199139640436,107.0,1642.0,aço,tarde,junior,
116.0,3.6878741109298896,75.0,,,noite,pleno,
105.0,1.2417929255444906,,2515.0,aço,,pleno,sem falha
70.0,4.084395821960455,120.0,6190.0,aço,manhã,junior,sem falha
96.0,2.9833130782219164,104.0,5317.0,alumínio,tarde,pleno,falha
108.0,1.1327391872065407,127.0,5487.0,alumínio,tarde,senior,sem falha
55.0,1.2599303316837815,126.0,5279.0,ferro,tarde,pleno,sem falha
,3.1773492763907316,,8287.0,ferro,,junior,sem falha
106.0,4.166704006740972,75.0,6743.0,ferro,manhã,junior,falha
118.0,2.1365761319428604,82.0,7760.0,alumínio,manhã,pleno,falha
52.0,1.3656721027252021,128.0,2558.0,aço,noite,,sem falha
50.0,4.348356873861942,99.0,9455.0,ferro,,junior,sem falha
107.0,3.3794146295790912,71.0,6128.0,alumínio,,pleno,falha
87.0,2.295618887687075,127.0,5547.0,alumínio,noite,pleno,sem falha
64.0,2.4907109568685795,105.0,4659.0,aço,tarde,,sem falha
83.0,1.1008566928883425,141.0,2849.0,aço,noite,pleno,sem falha
110.0,3.1713328873177358,114.0,2048.0,alumínio,noite,senior,sem falha
84.0,1.8578383016601545,78.0,6406.0,aço,tarde,pleno,sem falha
113.0,4.978661365704311,134.0,8351.0,aço,manhã,junior,falha
