,buying,maint,doors,persons,lug_boot,safety,category
535,3.0,4.0,5more,more,1.0,3.0,unacc
536,3.0,4.0,5more,more,2.0,1.0,unacc
537,3.0,4.0,5more,more,2.0,2.0,unacc
538,3.0,4.0,5more,more,2.0,3.0,unacc
539,3.0,3.0,2,2,0.0,1.0,unacc
540,3.0,3.0,2,2,0.0,2.0,unacc
541,3.0,3.0,2,2,0.0,3.0,unacc
542,3.0,3.0,2,2,1.0,1.0,unacc
543,3.0,3.0,2,2,1.0,2.0,unacc
544,3.0,3.0,2,2,1.0,3.0,unacc
545,3.0,3.0,2,2,2.0,1.0,unacc
546,3.0,3.0,2,2,2.0,2.0,unacc
547,3.0,3.0,2,2,2.0,3.0,unacc
548,3.0,3.0,2,4,0.0,1.0,unacc
549,3.0,3.0,2,4,0.0,2.0,unacc
550,3.0,3.0,2,4,0.0,3.0,acc
551,3.0,3.0,2,4,1.0,1.0,unacc
552,3.0,3.0,2,4,1.0,2.0,unacc
553,3.0,3.0,2,4,1.0,3.0,acc
554,3.0,3.0,2,4,2.0,1.0,unacc
555,3.0,3.0,2,4,2.0,2.0,acc
556,3.0,3.0,2,4,2.0,3.0,acc
557,3.0,3.0,2,more,0.0,1.0,unacc
558,3.0,3.0,2,more,0.0,2.0,unacc
559,3.0,3.0,2,more,0.0,3.0,unacc
560,3.0,3.0,2,more,1.0,1.0,unacc
561,3.0,3.0,2,more,1.0,2.0,unacc
562,3.0,3.0,2,more,1.0,3.0,acc
563,3.0,3.0,2,more,2.0,1.0,unacc
564,3.0,3.0,2,more,2.0,2.0,acc
565,3.0,3.0,2,more,2.0,3.0,acc
566,3.0,3.0,3,2,0.0,1.0,unacc
567,3.0,3.0,3,2,0.0,2.0,unacc
568,3.0,3.0,3,2,0.0,3.0,unacc
569,3.0,3.0,3,2,1.0,1.0,unacc
570,3.0,3.0,3,2,1.0,2.0,unacc
571,3.0,3.0,3,2,1.0,3.0,unacc
572,3.0,3.0,3,2,2.0,1.0,unacc
573,3.0,3.0,3,2,2.0,2.0,unacc
574,3.0,3.0,3,2,2.0,3.0,unacc
575,3.0,3.0,3,4,0.0,1.0,unacc
576,3.0,3.0,3,4,0.0,2.0,unacc
577,3.0,3.0,3,4,0.0,3.0,acc
578,3.0,3.0,3,4,1.0,1.0,unacc
579,3.0,3.0,3,4,1.0,2.0,unacc
580,3.0,3.0,3,4,1.0,3.0,acc
581,3.0,3.0,3,4,2.0,1.0,unacc
582,3.0,3.0,3,4,2.0,2.0,acc
583,3.0,3.0,3,4,2.0,3.0,acc
584,3.0,3.0,3,more,0.0,1.0,unacc
585,3.0,3.0,3,more,0.0,2.0,unacc
586,3.0,3.0,3,more,0.0,3.0,acc
587,3.0,3.0,3,more,1.0,1.0,unacc
588,3.0,3.0,3,more,1.0,2.0,acc
589,3.0,3.0,3,more,1.0,3.0,acc
590,3.0,3.0,3,more,2.0,1.0,unacc
591,3.0,3.0,3,more,2.0,2.0,acc
592,3.0,3.0,3,more,2.0,3.0,acc
593,3.0,3.0,4,2,0.0,,unacc
594,3.0,3.0,4,2,0.0,2.0,unacc
595,3.0,3.0,4,2,0.0,3.0,unacc
596,3.0,3.0,4,2,1.0,1.0,unacc
597,3.0,3.0,4,2,1.0,2.0,unacc
598,3.0,3.0,4,2,1.0,3.0,unacc
599,3.0,3.0,4,2,2.0,1.0,unacc
600,3.0,3.0,4,2,2.0,2.0,unacc
601,3.0,3.0,4,2,2.0,3.0,unacc
602,3.0,3.0,4,4,0.0,1.0,unacc
603,3.0,3.0,4,4,0.0,2.0,unacc
604,3.0,3.0,4,4,0.0,3.0,acc
605,3.0,3.0,4,4,1.0,1.0,unacc
606,3.0,3.0,4,4,1.0,2.0,acc
607,3.0,3.0,4,4,1.0,3.0,acc
608,3.0,3.0,4,4,2.0,1.0,unacc
609,3.0,3.0,4,4,2.0,2.0,acc
610,3.0,3.0,4,4,2.0,3.0,acc
611,3.0,3.0,4,more,0.0,1.0,unacc
612,3.0,3.0,4,more,0.0,2.0,unacc
613,3.0,3.0,4,more,0.0,3.0,acc
614,3.0,3.0,4,more,1.0,1.0,unacc
615,3.0,3.0,4,more,1.0,2.0,acc
616,3.0,3.0,4,more,1.0,3.0,acc
617,3.0,3.0,4,more,2.0,1.0,
618,3.0,3.0,4,more,2.0,2.0,acc
619,3.0,3.0,4,more,2.0,3.0,acc
620,3.0,3.0,5more,2,0.0,1.0,unacc
621,3.0,3.0,5more,2,0.0,2.0,unacc
622,3.0,3.0,5more,2,0.0,3.0,unacc
623,3.0,3.0,5more,2,1.0,1.0,unacc
624,3.0,3.0,5more,2,1.0,2.0,unacc
625,3.0,3.0,5more,2,1.0,3.0,unacc
626,3.0,3.0,5more,2,2.0,1.0,unacc
627,3.0,3.0,5more,2,2.0,2.0,unacc
628,3.0,3.0,5more,,2.0,3.0,unacc
629,3.0,3.0,5more,4,0.0,1.0,unacc
630,3.0,3.0,5more,4,0.0,2.0,unacc
631,3.0,3.0,5more,4,0.0,3.0,acc
632,3.0,3.0,5more,4,1.0,1.0,unacc
633,3.0,3.0,5more,4,1.0,2.0,acc
634,3.0,3.0,5more,4,1.0,3.0,acc
635,3.0,3.0,5more,4,2.0,1.0,unacc
636,3.0,3.0,5more,4,,2.0,acc
637,3.0,3.0,5more,4,2.0,3.0,acc
638,3.0,3.0,5more,more,0.0,1.0,unacc
639,3.0,3.0,5more,more,0.0,2.0,unacc
640,3.0,3.0,5more,more,0.0,3.0,acc
641,3.0,3.0,5more,more,1.0,1.0,unacc
642,3.0,3.0,5more,more,1.0,2.0,acc
643,3.0,3.0,5more,more,1.0,3.0,acc
644,3.0,3.0,5more,more,2.0,1.0,unacc
645,3.0,3.0,5more,more,2.0,2.0,acc
646,3.0,3.0,5more,more,2.0,3.0,acc
647,3.0,2.0,2,2,0.0,1.0,unacc
648,3.0,2.0,2,2,0.0,2.0,unacc
649,3.0,2.0,2,2,0.0,3.0,unacc
650,3.0,2.0,2,2,1.0,1.0,unacc
651,3.0,2.0,2,2,1.0,2.0,unacc
652,3.0,2.0,2,2,1.0,3.0,unacc
653,3.0,2.0,2,2,2.0,1.0,unacc
654,3.0,2.0,2,2,2.0,2.0,unacc
655,3.0,2.0,2,2,2.0,3.0,unacc
656,3.0,2.0,2,4,0.0,1.0,unacc
657,3.0,2.0,2,4,0.0,2.0,unacc
658,3.0,2.0,2,4,0.0,3.0,acc
659,3.0,2.0,2,4,1.0,1.0,unacc
660,3.0,2.0,2,4,1.0,2.0,unacc
661,3.0,2.0,2,4,1.0,3.0,acc
662,3.0,2.0,2,4,2.0,1.0,unacc
663,3.0,2.0,2,4,2.0,2.0,acc
664,3.0,2.0,2,4,2.0,3.0,acc
665,3.0,2.0,2,more,0.0,1.0,unacc
666,3.0,2.0,2,more,0.0,2.0,unacc
667,3.0,2.0,2,more,0.0,3.0,unacc
668,3.0,2.0,2,more,1.0,1.0,unacc
669,3.0,2.0,2,more,1.0,2.0,unacc
670,3.0,2.0,2,more,1.0,3.0,acc
671,3.0,2.0,2,more,2.0,1.0,unacc
672,3.0,2.0,2,more,2.0,2.0,acc
673,3.0,2.0,2,more,2.0,3.0,acc
674,3.0,2.0,3,2,0.0,1.0,unacc
675,3.0,2.0,3,2,0.0,2.0,unacc
676,3.0,2.0,3,2,0.0,3.0,unacc
677,3.0,2.0,3,2,1.0,1.0,unacc
678,3.0,2.0,3,2,1.0,2.0,unacc
679,3.0,2.0,3,2,1.0,3.0,unacc
680,3.0,2.0,3,2,2.0,1.0,unacc
681,3.0,2.0,3,2,2.0,2.0,unacc
682,3.0,2.0,3,2,2.0,3.0,unacc
683,3.0,2.0,3,4,0.0,1.0,unacc
684,3.0,2.0,3,4,0.0,2.0,unacc
685,3.0,2.0,3,4,0.0,3.0,acc
686,3.0,2.0,3,4,1.0,1.0,unacc
687,3.0,2.0,3,4,1.0,2.0,unacc
688,3.0,2.0,3,4,1.0,3.0,acc
689,3.0,2.0,3,4,2.0,1.0,unacc
690,3.0,2.0,3,4,2.0,2.0,acc
691,3.0,2.0,3,4,2.0,3.0,acc
692,3.0,2.0,3,more,0.0,1.0,unacc
693,3.0,2.0,3,more,0.0,2.0,unacc
694,3.0,2.0,3,more,0.0,3.0,acc
695,3.0,2.0,3,more,1.0,1.0,unacc
696,3.0,2.0,3,more,1.0,2.0,acc
697,3.0,2.0,3,more,1.0,3.0,acc
698,3.0,2.0,3,more,2.0,1.0,unacc
699,3.0,2.0,3,more,2.0,2.0,acc
700,3.0,2.0,3,more,2.0,3.0,acc
701,3.0,2.0,4,2,0.0,1.0,unacc
702,3.0,2.0,4,2,0.0,2.0,unacc
703,3.0,2.0,4,2,0.0,3.0,unacc
704,3.0,2.0,4,2,1.0,1.0,unacc
705,3.0,2.0,4,2,1.0,2.0,unacc
706,3.0,2.0,4,2,1.0,3.0,unacc
707,3.0,2.0,4,2,2.0,1.0,unacc
708,3.0,2.0,4,2,2.0,2.0,unacc
709,3.0,2.0,4,2,2.0,3.0,unacc
710,3.0,2.0,4,4,0.0,1.0,unacc
711,3.0,2.0,4,4,0.0,2.0,unacc
712,3.0,2.0,4,4,0.0,3.0,acc
713,3.0,2.0,4,4,1.0,1.0,unacc
714,3.0,2.0,4,4,1.0,2.0,acc
715,3.0,2.0,4,4,1.0,3.0,acc
716,3.0,2.0,4,4,2.0,1.0,unacc
717,3.0,2.0,4,4,2.0,2.0,acc
718,3.0,2.0,4,4,2.0,3.0,acc
719,3.0,2.0,4,more,0.0,1.0,unacc
720,3.0,2.0,4,more,0.0,2.0,unacc
721,3.0,2.0,4,more,0.0,3.0,acc
722,3.0,2.0,4,more,1.0,1.0,unacc
723,3.0,2.0,4,more,1.0,2.0,acc
724,3.0,2.0,4,more,1.0,3.0,acc
725,3.0,2.0,4,more,2.0,1.0,unacc
726,3.0,2.0,4,more,2.0,2.0,acc
727,3.0,2.0,4,more,2.0,3.0,acc
728,3.0,2.0,5more,2,0.0,1.0,unacc
729,3.0,2.0,5more,2,0.0,2.0,unacc
730,3.0,2.0,5more,2,0.0,3.0,unacc
731,3.0,2.0,5more,2,1.0,1.0,unacc
732,3.0,2.0,5more,2,1.0,2.0,unacc
733,3.0,2.0,5more,2,1.0,3.0,unacc
734,3.0,2.0,5more,2,2.0,1.0,unacc
735,3.0,2.0,5more,2,2.0,2.0,unacc
736,3.0,2.0,5more,2,2.0,3.0,unacc
737,3.0,,5more,4,0.0,1.0,unacc
738,3.0,2.0,5more,4,0.0,2.0,unacc
739,3.0,2.0,5more,4,0.0,3.0,acc
740,3.0,2.0,5more,4,1.0,1.0,unacc
741,3.0,2.0,5more,4,1.0,2.0,acc
742,3.0,2.0,5more,4,1.0,3.0,acc
743,3.0,2.0,5more,4,2.0,1.0,unacc
744,3.0,2.0,5more,4,2.0,2.0,acc
745,3.0,2.0,5more,4,2.0,3.0,acc
746,3.0,2.0,5more,more,0.0,1.0,unacc
747,3.0,2.0,5more,more,0.0,2.0,unacc
748,3.0,2.0,5more,more,0.0,3.0,acc
749,3.0,2.0,5more,more,1.0,1.0,unacc
750,3.0,2.0,5more,more,1.0,2.0,acc
751,3.0,2.0,5more,more,1.0,3.0,acc
752,3.0,2.0,5more,more,2.0,1.0,unacc
753,3.0,2.0,5more,more,2.0,2.0,acc
754,3.0,2.0,5more,more,2.0,3.0,acc
755,3.0,1.0,2,2,0.0,1.0,unacc
756,3.0,1.0,2,2,0.0,2.0,unacc
757,3.0,1.0,2,2,0.0,3.0,unacc
758,3.0,1.0,2,2,1.0,1.0,unacc
759,3.0,1.0,2,2,1.0,2.0,unacc
760,3.0,1.0,2,2,1.0,3.0,unacc
761,3.0,1.0,2,2,2.0,1.0,unacc
762,3.0,1.0,2,2,2.0,2.0,unacc
763,3.0,1.0,2,2,2.0,3.0,unacc
764,3.0,1.0,2,4,0.0,1.0,unacc
765,3.0,1.0,2,4,0.0,2.0,unacc
766,3.0,1.0,2,4,0.0,3.0,acc
767,3.0,1.0,2,4,1.0,1.0,unacc
768,3.0,1.0,2,4,1.0,2.0,unacc
769,3.0,1.0,2,4,1.0,3.0,acc
770,3.0,1.0,2,4,2.0,1.0,unacc
771,3.0,1.0,2,4,2.0,2.0,acc
772,3.0,1.0,2,4,2.0,3.0,acc
773,3.0,1.0,2,more,0.0,1.0,unacc
774,3.0,1.0,2,more,0.0,2.0,unacc
775,3.0,1.0,2,more,0.0,3.0,unacc
776,3.0,1.0,2,more,1.0,1.0,unacc
777,3.0,1.0,2,more,1.0,2.0,unacc
778,3.0,1.0,2,more,1.0,3.0,acc
779,3.0,1.0,2,more,2.0,1.0,unacc
780,,1.0,2,more,2.0,2.0,acc
781,3.0,1.0,2,more,2.0,3.0,acc
782,3.0,1.0,3,2,0.0,1.0,unacc
783,3.0,1.0,3,2,0.0,2.0,unacc
784,3.0,1.0,3,2,0.0,3.0,unacc
785,3.0,1.0,3,2,1.0,1.0,unacc
786,3.0,1.0,3,2,1.0,2.0,unacc
787,3.0,1.0,3,2,1.0,3.0,unacc
788,3.0,1.0,3,2,2.0,1.0,unacc
789,3.0,1.0,3,2,2.0,2.0,unacc
790,3.0,1.0,3,2,2.0,3.0,unacc
791,3.0,1.0,3,4,0.0,1.0,unacc
792,3.0,1.0,3,4,0.0,2.0,unacc
793,3.0,1.0,3,4,0.0,3.0,acc
794,3.0,1.0,3,4,1.0,1.0,unacc
795,3.0,1.0,3,4,1.0,2.0,unacc
796,3.0,1.0,3,4,1.0,3.0,acc
797,3.0,1.0,3,4,2.0,1.0,unacc
798,3.0,1.0,3,4,2.0,2.0,acc
799,3.0,1.0,3,4,2.0,3.0,acc
800,3.0,1.0,3,more,0.0,1.0,unacc
801,3.0,1.0,3,more,0.0,2.0,unacc
802,3.0,1.0,3,more,0.0,3.0,acc
803,3.0,1.0,3,more,1.0,1.0,unacc
804,3.0,1.0,3,more,1.0,2.0,acc
805,3.0,1.0,3,more,1.0,3.0,acc
806,3.0,1.0,3,more,2.0,1.0,unacc
807,3.0,1.0,3,more,2.0,2.0,acc
808,3.0,1.0,3,more,2.0,3.0,acc
809,3.0,1.0,4,2,0.0,1.0,unacc
810,3.0,1.0,4,2,0.0,2.0,unacc
811,3.0,1.0,4,2,0.0,3.0,unacc
812,3.0,1.0,4,2,1.0,1.0,unacc
813,3.0,1.0,4,2,1.0,2.0,unacc
814,3.0,1.0,4,2,1.0,3.0,unacc
815,3.0,1.0,4,2,2.0,1.0,unacc
816,3.0,1.0,4,2,2.0,2.0,unacc
817,3.0,1.0,4,2,2.0,3.0,unacc
818,3.0,1.0,4,4,0.0,1.0,unacc
819,3.0,1.0,4,4,0.0,2.0,unacc
820,3.0,1.0,4,4,0.0,3.0,acc
821,3.0,1.0,4,4,1.0,1.0,unacc
822,3.0,1.0,4,4,1.0,2.0,acc
823,3.0,1.0,4,4,1.0,3.0,acc
824,3.0,1.0,4,4,2.0,1.0,unacc
825,3.0,1.0,4,4,2.0,2.0,acc
826,3.0,1.0,4,4,2.0,3.0,acc
827,3.0,1.0,4,more,0.0,1.0,unacc
828,3.0,1.0,4,more,0.0,2.0,unacc
829,3.0,1.0,4,more,0.0,3.0,acc
830,3.0,1.0,4,more,1.0,1.0,unacc
831,3.0,1.0,4,more,1.0,2.0,acc
832,3.0,1.0,4,more,1.0,3.0,acc
833,3.0,1.0,4,more,2.0,1.0,unacc
834,3.0,1.0,4,more,2.0,2.0,acc
835,3.0,1.0,4,more,2.0,3.0,acc
836,3.0,,5more,2,0.0,1.0,unacc
837,3.0,1.0,5more,2,0.0,2.0,unacc
838,3.0,1.0,5more,2,0.0,3.0,unacc
839,3.0,1.0,5more,2,1.0,1.0,unacc
840,3.0,1.0,5more,2,1.0,2.0,unacc
841,3.0,1.0,5more,2,1.0,3.0,unacc
842,3.0,1.0,5more,2,2.0,1.0,unacc
843,3.0,1.0,5more,2,2.0,2.0,unacc
844,3.0,1.0,5more,2,2.0,3.0,unacc
845,3.0,1.0,5more,4,0.0,1.0,unacc
846,3.0,1.0,5more,4,0.0,2.0,unacc
847,3.0,1.0,5more,4,0.0,3.0,acc
848,3.0,1.0,5more,4,1.0,1.0,unacc
849,3.0,1.0,5more,4,1.0,2.0,acc
850,3.0,1.0,5more,4,1.0,3.0,acc
851,3.0,1.0,5more,4,2.0,1.0,unacc
852,3.0,1.0,5more,4,2.0,2.0,acc
853,3.0,1.0,5more,4,2.0,3.0,acc
854,3.0,1.0,5more,more,0.0,1.0,unacc
855,3.0,1.0,5more,more,0.0,2.0,unacc
856,3.0,1.0,5more,more,0.0,3.0,acc
857,3.0,1.0,5more,more,1.0,1.0,unacc
858,3.0,1.0,5more,more,1.0,2.0,acc
859,3.0,1.0,5more,more,1.0,3.0,acc
860,3.0,1.0,5more,more,2.0,1.0,unacc
861,3.0,1.0,5more,more,2.0,2.0,acc
862,3.0,1.0,5more,more,2.0,3.0,acc
863,2.0,4.0,2,2,0.0,1.0,unacc
864,2.0,4.0,2,2,0.0,2.0,unacc
865,2.0,4.0,2,2,0.0,3.0,unacc
866,2.0,,2,2,1.0,1.0,unacc
867,2.0,4.0,2,2,1.0,2.0,unacc
868,2.0,4.0,2,2,1.0,3.0,unacc
869,2.0,4.0,2,2,2.0,1.0,unacc
870,2.0,4.0,2,2,2.0,2.0,unacc
871,2.0,4.0,2,2,2.0,3.0,unacc
872,2.0,4.0,2,4,0.0,1.0,unacc
873,2.0,4.0,2,4,0.0,2.0,unacc
874,2.0,4.0,2,4,0.0,3.0,acc
875,2.0,4.0,2,4,1.0,1.0,unacc
876,2.0,4.0,2,4,1.0,2.0,unacc
877,2.0,4.0,2,4,1.0,3.0,acc
878,2.0,4.0,2,4,2.0,1.0,unacc
879,2.0,4.0,2,4,2.0,2.0,acc
880,2.0,4.0,2,4,2.0,3.0,acc
881,2.0,4.0,2,more,0.0,1.0,unacc
882,2.0,4.0,2,more,0.0,2.0,unacc
883,2.0,4.0,2,more,0.0,3.0,unacc
884,2.0,4.0,2,more,1.0,1.0,unacc
885,2.0,4.0,2,more,1.0,2.0,unacc
886,2.0,4.0,2,more,1.0,3.0,acc
887,2.0,4.0,2,more,2.0,1.0,unacc
888,2.0,4.0,2,more,2.0,2.0,acc
889,2.0,4.0,2,more,2.0,3.0,acc
890,2.0,4.0,3,2,,1.0,unacc
891,2.0,4.0,3,2,0.0,2.0,unacc
892,2.0,4.0,3,2,0.0,3.0,unacc
893,2.0,4.0,3,2,1.0,1.0,unacc
894,2.0,4.0,3,2,1.0,2.0,unacc
895,2.0,4.0,3,2,1.0,3.0,unacc
896,2.0,4.0,3,2,2.0,1.0,unacc
897,2.0,4.0,3,2,2.0,2.0,unacc
898,2.0,4.0,3,2,2.0,3.0,unacc
899,2.0,4.0,3,4,0.0,1.0,unacc
900,2.0,4.0,3,4,0.0,2.0,unacc
901,2.0,4.0,3,4,0.0,3.0,acc
902,2.0,4.0,3,4,1.0,1.0,unacc
903,2.0,4.0,3,4,1.0,2.0,unacc
904,2.0,4.0,3,4,1.0,3.0,acc
905,2.0,4.0,3,4,2.0,1.0,unacc
906,2.0,4.0,3,4,2.0,2.0,acc
907,2.0,4.0,3,4,2.0,3.0,acc
908,2.0,4.0,3,more,0.0,1.0,unacc
909,2.0,4.0,3,more,0.0,2.0,unacc
910,2.0,4.0,3,more,0.0,3.0,acc
911,2.0,4.0,3,more,1.0,1.0,unacc
912,2.0,4.0,3,more,1.0,2.0,acc
913,2.0,4.0,3,more,1.0,3.0,acc
914,2.0,4.0,3,more,2.0,1.0,unacc
915,2.0,4.0,3,more,2.0,2.0,acc
916,2.0,4.0,3,more,2.0,3.0,acc
917,2.0,4.0,4,2,0.0,1.0,unacc
918,2.0,4.0,4,2,0.0,2.0,unacc
919,2.0,4.0,4,2,0.0,3.0,unacc
920,2.0,4.0,4,2,1.0,1.0,unacc
921,2.0,4.0,4,2,1.0,2.0,unacc
922,2.0,4.0,4,2,1.0,3.0,unacc
923,2.0,4.0,4,2,2.0,1.0,unacc
924,2.0,4.0,4,2,2.0,2.0,unacc
925,2.0,4.0,4,2,2.0,3.0,unacc
926,2.0,4.0,4,4,0.0,1.0,unacc
927,2.0,4.0,4,4,0.0,2.0,unacc
928,2.0,4.0,4,4,0.0,3.0,acc
929,2.0,4.0,4,4,1.0,1.0,unacc
930,2.0,4.0,4,4,1.0,2.0,acc
931,2.0,4.0,4,4,1.0,3.0,acc
932,2.0,4.0,4,4,2.0,1.0,unacc
933,2.0,4.0,4,4,2.0,2.0,acc
934,2.0,4.0,4,4,2.0,3.0,acc
935,2.0,4.0,4,more,0.0,1.0,unacc
936,2.0,4.0,4,more,0.0,2.0,unacc
937,2.0,4.0,4,more,0.0,3.0,acc
938,2.0,4.0,4,more,1.0,1.0,unacc
939,2.0,4.0,4,more,1.0,2.0,acc
940,2.0,4.0,4,more,1.0,3.0,acc
941,2.0,4.0,4,more,2.0,1.0,unacc
942,2.0,4.0,4,more,2.0,2.0,acc
943,2.0,4.0,4,more,2.0,3.0,acc
944,2.0,4.0,5more,2,0.0,1.0,unacc
945,2.0,4.0,5more,2,0.0,2.0,unacc
946,2.0,4.0,5more,2,0.0,3.0,unacc
947,2.0,4.0,5more,2,1.0,1.0,unacc
948,2.0,4.0,5more,2,1.0,2.0,unacc
949,2.0,4.0,5more,2,1.0,3.0,unacc
950,2.0,4.0,5more,2,2.0,1.0,unacc
951,2.0,4.0,5more,2,2.0,2.0,unacc
952,2.0,4.0,5more,2,2.0,3.0,unacc
953,2.0,4.0,5more,4,0.0,1.0,unacc
954,2.0,4.0,5more,4,0.0,2.0,unacc
955,2.0,4.0,5more,4,0.0,3.0,acc
956,2.0,4.0,5more,4,1.0,1.0,unacc
957,2.0,4.0,5more,4,1.0,2.0,acc
958,2.0,4.0,5more,4,1.0,3.0,acc
959,2.0,4.0,5more,4,2.0,1.0,unacc
960,2.0,4.0,5more,4,2.0,2.0,acc
961,2.0,4.0,5more,4,2.0,3.0,acc
962,2.0,4.0,5more,more,0.0,1.0,unacc
963,2.0,4.0,5more,more,0.0,2.0,unacc
964,2.0,4.0,5more,more,,3.0,acc
965,2.0,4.0,5more,more,1.0,1.0,unacc
966,2.0,4.0,5more,more,1.0,2.0,acc
967,2.0,4.0,5more,more,1.0,3.0,acc
968,2.0,4.0,5more,more,2.0,1.0,unacc
969,2.0,4.0,5more,more,2.0,2.0,acc
970,2.0,4.0,5more,more,2.0,3.0,acc
971,2.0,3.0,2,2,0.0,1.0,unacc
972,2.0,3.0,2,2,0.0,2.0,unacc
973,2.0,3.0,2,2,0.0,3.0,unacc
974,2.0,3.0,2,2,1.0,1.0,unacc
975,2.0,3.0,2,2,1.0,2.0,unacc
976,2.0,3.0,2,2,1.0,3.0,unacc
977,2.0,3.0,2,2,2.0,1.0,unacc
978,2.0,3.0,2,2,2.0,2.0,unacc
979,2.0,3.0,2,2,2.0,3.0,unacc
980,2.0,3.0,2,4,0.0,1.0,unacc
981,2.0,3.0,2,4,0.0,2.0,unacc
982,2.0,3.0,2,4,0.0,3.0,acc
983,2.0,3.0,2,4,1.0,1.0,unacc
984,2.0,3.0,2,4,1.0,2.0,unacc
985,2.0,3.0,2,4,1.0,3.0,acc
986,2.0,3.0,2,4,2.0,1.0,unacc
987,2.0,3.0,2,4,2.0,2.0,acc
988,2.0,3.0,2,4,2.0,3.0,acc
989,2.0,3.0,2,more,0.0,1.0,unacc
990,2.0,3.0,2,more,0.0,2.0,unacc
991,2.0,3.0,2,more,0.0,3.0,unacc
992,2.0,3.0,2,more,1.0,1.0,unacc
993,2.0,3.0,2,more,1.0,2.0,unacc
994,2.0,3.0,2,more,1.0,3.0,acc
995,2.0,3.0,2,more,2.0,1.0,unacc
996,2.0,3.0,2,more,2.0,2.0,acc
997,2.0,3.0,2,more,2.0,3.0,acc
998,2.0,3.0,3,2,0.0,1.0,unacc
999,2.0,3.0,3,2,0.0,2.0,unacc
1000,2.0,3.0,3,2,0.0,3.0,unacc
1001,2.0,3.0,3,2,1.0,1.0,unacc
1002,2.0,3.0,3,2,1.0,2.0,unacc
1003,2.0,3.0,3,2,1.0,3.0,unacc
1004,2.0,3.0,3,2,2.0,1.0,unacc
1005,2.0,3.0,3,2,2.0,2.0,unacc
1006,2.0,3.0,3,2,2.0,3.0,unacc
1007,2.0,3.0,3,4,0.0,1.0,unacc
1008,2.0,3.0,3,4,0.0,2.0,unacc
1009,2.0,3.0,3,4,0.0,3.0,acc
1010,2.0,3.0,3,4,1.0,1.0,unacc
1011,2.0,3.0,3,4,1.0,2.0,unacc
1012,2.0,3.0,3,4,1.0,3.0,acc
1013,2.0,3.0,3,4,2.0,1.0,unacc
1014,2.0,3.0,3,4,2.0,2.0,acc
1015,2.0,3.0,3,4,2.0,3.0,acc
1016,2.0,3.0,3,more,0.0,1.0,unacc
1017,2.0,3.0,3,more,0.0,2.0,unacc
1018,2.0,3.0,3,more,0.0,3.0,acc
1019,2.0,3.0,3,more,1.0,1.0,unacc
1020,2.0,3.0,3,more,1.0,2.0,acc
1021,2.0,3.0,3,more,1.0,3.0,acc
1022,2.0,3.0,3,more,2.0,1.0,unacc
1023,2.0,3.0,3,more,2.0,2.0,acc
1024,2.0,3.0,3,more,2.0,3.0,acc
1025,2.0,3.0,4,2,0.0,1.0,unacc
1026,2.0,3.0,4,2,0.0,2.0,unacc
1027,2.0,3.0,4,2,0.0,3.0,unacc
1028,2.0,3.0,4,2,1.0,1.0,unacc
1029,2.0,3.0,4,2,1.0,2.0,unacc
1030,2.0,3.0,4,2,1.0,3.0,unacc
1031,2.0,3.0,4,2,2.0,1.0,unacc
1032,2.0,3.0,4,2,2.0,2.0,unacc
1033,2.0,3.0,4,2,2.0,3.0,unacc
1034,2.0,3.0,4,4,0.0,1.0,unacc
1035,2.0,3.0,4,4,0.0,2.0,unacc
1036,2.0,3.0,4,4,0.0,3.0,acc
1037,2.0,3.0,4,4,1.0,1.0,unacc
1038,2.0,3.0,4,4,1.0,2.0,acc
1039,2.0,3.0,4,4,1.0,3.0,acc
1040,2.0,3.0,4,4,2.0,1.0,unacc
1041,2.0,3.0,4,4,2.0,2.0,acc
1042,2.0,3.0,4,4,2.0,3.0,acc
1043,2.0,3.0,4,more,0.0,1.0,unacc
1044,2.0,3.0,4,more,0.0,2.0,unacc
1045,2.0,3.0,4,more,0.0,3.0,acc
1046,2.0,3.0,4,more,1.0,1.0,unacc
1047,2.0,3.0,4,more,1.0,2.0,acc
1048,2.0,3.0,4,more,1.0,3.0,acc
1049,2.0,3.0,4,more,2.0,1.0,unacc
1050,2.0,3.0,4,more,2.0,2.0,acc
1051,2.0,3.0,4,more,2.0,3.0,acc
1052,2.0,3.0,5more,2,0.0,1.0,unacc
1053,,3.0,5more,2,0.0,2.0,unacc
1054,2.0,3.0,5more,2,0.0,3.0,unacc
1055,2.0,,5more,2,1.0,1.0,unacc
1056,2.0,3.0,5more,2,1.0,2.0,unacc
1057,2.0,3.0,5more,2,1.0,3.0,unacc
1058,2.0,3.0,5more,2,2.0,1.0,unacc
1059,2.0,3.0,5more,2,2.0,2.0,unacc
1060,2.0,3.0,5more,2,2.0,3.0,unacc
1061,2.0,3.0,5more,4,0.0,1.0,unacc
1062,2.0,3.0,5more,4,0.0,2.0,unacc
1063,2.0,3.0,5more,4,0.0,3.0,acc
1064,2.0,3.0,5more,4,1.0,1.0,unacc
1065,2.0,3.0,5more,4,1.0,2.0,acc
1066,2.0,3.0,5more,4,1.0,3.0,acc
1067,2.0,3.0,5more,4,2.0,1.0,unacc
1068,2.0,3.0,5more,4,2.0,2.0,acc
1069,2.0,3.0,5more,4,2.0,3.0,acc
1070,2.0,3.0,5more,more,0.0,1.0,unacc
1071,2.0,3.0,5more,more,0.0,2.0,unacc
